ubigeo;departamento;provincia;distrito;poblacion;superficie;longitud;latitud
080519;Huancavelica;Tayacaja;Salcabamba;4584;192.52;-74.7825;-12.2011
080520;Huancavelica;Tayacaja;San Marcos de Rocchac;2856;281.71;-74.8656;-12.0939
080523;Huancavelica;Tayacaja;Surcubamba;4926;271.75;-74.63;-12.1169
080525;Huancavelica;Tayacaja;Tintay Puncu;9140;257.73;-74.5456;-12.1531
080526;Huancavelica;Tayacaja;Salcahuasi;3294;117.98;-74.7508;-12.1031
080601;Huancavelica;Huaytará;Ayavi;597;201.26;-75.3539;-13.7031
080602;Huancavelica;Huaytará;Córdova;2898;104.59;-75.1833;-14.04
080603;Huancavelica;Huaytará;Huayacundo Arma;469;12.81;-75.3111;-13.5339
080604;Huancavelica;Huaytará;Huaytará;2108;401.25;-75.3525;-13.605
080605;Huancavelica;Huaytará;Laramarca;823;205.05;-75.0375;-13.9494
080606;Huancavelica;Huaytará;Ocoyo;2488;154.71;-75.0225;-14.0086
080607;Huancavelica;Huaytará;Pilpichaca;3765;2162.92;-75.0017;-13.3278
080608;Huancavelica;Huaytará;Querco;1044;697.31;-74.9764;-13.9803
080609;Huancavelica;Huaytará;Quito-Arma;767;222.32;-75.3294;-13.5289
080610;Huancavelica;Huaytará;San Antonio de Cusicancha;1676;255.86;-75.2944;-13.5003
080611;Huancavelica;Huaytará;San Francisco de Sangayaico;557;70.7;-75.25;-13.7956
080612;Huancavelica;Huaytará;San Isidro;1194;174.95;-75.24;-13.9569
080613;Huancavelica;Huaytará;Santiago de Chocorvos;2842;1150.2;-75.2578;-13.8272
080614;Huancavelica;Huaytará;Santiago de Quirahuara;658;169.32;-74.9783;-14.0547
080615;Huancavelica;Huaytará;Santo Domingo de Capillas;982;248.56;-75.245;-13.7356
080616;Huancavelica;Huaytará;Tambo;313;226.58;-75.2758;-13.6894
080701;Huancavelica;Churcampa;Churcampa;5961;135.48;-74.3869;-12.7403
080702;Huancavelica;Churcampa;Anco;6609;150.18;-74.5872;-12.6864
080703;Huancavelica;Churcampa;Chinchihuasi;3410;162.21;-74.5458;-12.5172
080704;Huancavelica;Churcampa;El Carmen;3050;77.07;-74.4792;-12.7347
080705;Huancavelica;Churcampa;La Merced;1639;73.32;-74.3633;-12.79
080706;Huancavelica;Churcampa;Locroja;4179;92.48;-74.4419;-12.7389
080707;Huancavelica;Churcampa;Paucarbamba;7336;97.72;-74.5314;-12.5542
080708;Huancavelica;Churcampa;San Miguel de Mayocc;1239;38.43;-74.3922;-12.805
080709;Huancavelica;Churcampa;San Pedro de Coris;4451;128.9;-74.4103;-12.5786
080710;Huancavelica;Churcampa;Pachamarca;2917;156.29;-74.5261;-12.5161
080711;Huancavelica;Churcampa;Cosme;4141;106.34;-74.6581;-12.5731
090101;Huánuco;Huánuco;Huánuco;88542;126.23;-76.2403;-9.9269
090102;Huánuco;Huánuco;Chinchao;14099;795.78;-76.0689;-9.8019
090103;Huánuco;Huánuco;Churubamba;28908;507.31;-76.1375;-9.8258
090104;Huánuco;Huánuco;Margos;10021;206.57;-76.5214;-10.0061
090105;Huánuco;Huánuco;Quisqui;8392;172.74;-76.3561;-9.9231
090106;Huánuco;Huánuco;San Francisco de Cayrán;5575;146.24;-76.2847;-9.9822
090107;Huánuco;Huánuco;San Pedro de Chaulan;8121;266.36;-76.4822;-10.0581
090108;Huánuco;Huánuco;Santa María del Valle;20984;446.63;-76.1703;-9.8628
090109;Huánuco;Huánuco;Yarumayo;3139;60.94;-76.4683;-10.0022
090110;Huánuco;Huánuco;Amarilis;79545;131.68;-76.2417;-9.9456
090111;Huánuco;Huánuco;Pillco Marca;28110;76.61;-76.2492;-9.9578
090112;Huánuco;Huánuco;Yacus;7390;69.9;-76.5044;-9.9858
090201;Huánuco;Ambo;Ambo;17328;288.8;-76.2047;-10.1294
090202;Huánuco;Ambo;Cayna;3377;166.05;-76.3872;-10.2717
090203;Huánuco;Ambo;Colpas;2388;174.34;-76.4144;-10.2672
090204;Huánuco;Ambo;Conchamarca;6938;104.81;-76.2156;-10.0367
090205;Huánuco;Ambo;Huacar;7642;234.23;-76.2356;-10.1614
090206;Huánuco;Ambo;San Francisco;3233;121.21;-76.2914;-10.3419
090207;Huánuco;Ambo;San Rafael;12278;443.63;-76.1828;-10.3403
090208;Huánuco;Ambo;Tomay Kichwa;3857;42.11;-76.2131;-10.0789
090301;Huánuco;Dos de Mayo;La Unión;6302;167.1;-76.8003;-9.8278
090307;Huánuco;Dos de Mayo;Chuquis;6030;151.25;-76.7033;-9.6775
090312;Huánuco;Dos de Mayo;Marías;9957;637.24;-76.705;-9.6061
090314;Huánuco;Dos de Mayo;Pachas;13450;264.74;-76.7722;-9.7061
090316;Huánuco;Dos de Mayo;Quivilla;3296;33.6;-76.7253;-9.5967
090317;Huánuco;Dos de Mayo;Ripan;7150;75.04;-76.8033;-9.8261
090321;Huánuco;Dos de Mayo;Shunqui;2478;32.26;-76.7833;-9.7311
090322;Huánuco;Dos de Mayo;Sillapata;2430;70.53;-76.7742;-9.7581
090323;Huánuco;Dos de Mayo;Yanas;3339;36.31;-76.7489;-9.7144
090401;Huánuco;Huamalíes;Llata;15299;411.35;-76.8156;-9.5506
090402;Huánuco;Huamalíes;Arancay;1603;158.33;-76.7483;-9.1708
090403;Huánuco;Huamalíes;Chavín de Pariarca;3721;89.25;-76.7692;-9.4231
090404;Huánuco;Huamalíes;Jacas Grande;5998;236.99;-76.7358;-9.5397
090405;Huánuco;Huamalíes;Jircan;3739;84.81;-76.7161;-9.2472
090406;Huánuco;Huamalíes;Miraflores;3592;96.74;-76.8189;-9.4928
090407;Huánuco;Huamalíes;Monzón;29863;1521.39;-76.3978;-9.2842
090408;Huánuco;Huamalíes;Punchao;2599;42.24;-76.8192;-9.4614
090409;Huánuco;Huamalíes;Puños;4316;101.75;-76.885;-9.5
090410;Huánuco;Huamalíes;Singa;3342;151.7;-76.8125;-9.3881
090411;Huánuco;Huamalíes;Tantamayo;3035;249.95;-76.7183;-9.3928
090501;Huánuco;Marañón;Huacrachuco;15942;704.63;-77.1489;-8.6044
090502;Huánuco;Marañón;Cholón;10428;2125.19;-76.8481;-8.6594
090505;Huánuco;Marañón;San Buenaventura;2744;86.54;-77.1867;-8.7681
090601;Huánuco;Leoncio Prado;Rupa-Rupa;51713;266.52;-75.9969;-9.2944
090602;Huánuco;Leoncio Prado;Daniel Alomia Robles;8011;702.46;-75.9406;-9.1839
090603;Huánuco;Leoncio Prado;Hermilio Valdizán;4065;112.2;-75.8261;-9.1525
090604;Huánuco;Leoncio Prado;Luyando;10078;100.32;-75.9919;-9.2469
090605;Huánuco;Leoncio Prado;Mariano Damaso Beraún;9433;766.27;-75.9661;-9.4164
090606;Huánuco;Leoncio Prado;José Crespo y Castillo;25403;2120.66;-76.1147;-8.9319
090701;Huánuco;Pachitea;Panao;25270;1580.86;-75.9769;-9.8956
090702;Huánuco;Pachitea;Chaglla;14914;1103.58;-75.9064;-9.8281
090704;Huánuco;Pachitea;Molino;15486;235.5;-76.0175;-9.9119
090706;Huánuco;Pachitea;Umari;22098;149.08;-76.0422;-9.8614
090801;Huánuco;Puerto Inca;Honoria;6330;798.05;-74.7089;-8.7694
090802;Huánuco;Puerto Inca;Puerto Inca;7538;2147.18;-74.9733;-9.3775
090803;Huánuco;Puerto Inca;Codo del Pozuzo;6630;3322.04;-75.4533;-9.6758
090804;Huánuco;Puerto Inca;Tournavista;4559;2228.46;-74.7053;-8.9289
090805;Huánuco;Puerto Inca;Yuyapichis;6616;1845.62;-74.9744;-9.6297
090901;Huánuco;Huacaybamba;Huacaybamba;7290;586.21;-76.9519;-9.0372
090902;Huánuco;Huacaybamba;Pinra;8974;283.71;-77.0125;-8.9239
090903;Huánuco;Huacaybamba;Canchabamba;3324;186.83;-77.1228;-8.8836
090904;Huánuco;Huacaybamba;Cochabamba;3650;684.87;-76.835;-9.0922
091001;Huánuco;Lauricocha;Jesús;5712;449.9;-76.6303;-10.0803
091002;Huánuco;Lauricocha;Baños;7184;152.66;-76.7356;-10.0769
091003;Huánuco;Lauricocha;San Francisco de Asis;2126;84.3;-76.6758;-9.9772
091004;Huánuco;Lauricocha;Queropalca;3090;131.15;-76.8042;-10.1811
091005;Huánuco;Lauricocha;San Miguel de Cauri;10381;811.75;-76.625;-10.1431
091006;Huánuco;Lauricocha;Rondos;7687;169.42;-76.6889;-9.9836
091007;Huánuco;Lauricocha;Jivia;2925;61.31;-76.6811;-10.0236
091101;Huánuco;Yarowilca;Chavinillo;5943;205.16;-76.6236;-9.8447
091102;Huánuco;Yarowilca;Aparicio Pomares;5488;183.14;-76.6478;-9.7486
091103;Huánuco;Yarowilca;Cahuac;4687;29.5;-76.6319;-9.8494
091104;Huánuco;Yarowilca;Chacabamba;3760;16.53;-76.6097;-9.9014
091105;Huánuco;Yarowilca;Jacas Chico;2038;36.16;-76.5017;-9.8872
091106;Huánuco;Yarowilca;Obas;5435;123.16;-76.6658;-9.7953
091107;Huánuco;Yarowilca;Pampamarca;2039;72.68;-76.7028;-9.7061
091108;Huánuco;Yarowilca;Choras;3665;61.14;-76.6036;-9.9108
100101;Ica;Ica;Ica;134249;887.51;-75.7319;-14.0678
100102;Ica;Ica;La Tinguiña;36909;98.34;-75.7092;-14.035
100103;Ica;Ica;Los Aquijes;19987;90.92;-75.6911;-14.0978
100104;Ica;Ica;Parcona;56336;17.39;-75.7058;-14.0453
100105;Ica;Ica;Pueblo Nuevo;4843;33.12;-75.7031;-14.1275
100106;Ica;Ica;Salas;24557;651.72;-75.7733;-13.9861
100107;Ica;Ica;San José de Los Molinos;6360;363.2;-75.6669;-13.9283
100108;Ica;Ica;San Juan Bautista;15214;26.39;-75.7372;-14.0114
100109;Ica;Ica;Santiago;30313;2783.73;-75.7142;-14.1922
100110;Ica;Ica;Subtanjalla;29063;193.97;-75.7597;-14.0194
100111;Ica;Ica;Yauca Del Rosario;972;1289.1;-75.4783;-14.1014
100112;Ica;Ica;Tate;4719;7.07;-75.7092;-14.1528
100113;Ica;Ica;Pachacútec;6949;34.47;-75.6925;-14.1528
100114;Ica;Ica;Ocucaje;3816;1417.12;-75.6608;-14.3433
100201;Ica;Chincha;Chincha Alta;65322;238.34;-76.1356;-13.42
100202;Ica;Chincha;Chavín;1470;426.17;-75.9119;-13.0789
100203;Ica;Chincha;Chincha Baja;12536;72.52;-76.1647;-13.4597
100204;Ica;Chincha;El Carmen;13734;789.9;-76.0536;-13.5019
100205;Ica;Chincha;Grocio Prado;24910;190.53;-76.1592;-13.3986
100206;Ica;Chincha;San Pedro de Huacarpana;1700;222.45;-75.6483;-13.0492
100207;Ica;Chincha;Sunampe;28435;16.76;-76.1647;-13.4269
100208;Ica;Chincha;Tambo de Mora;5110;22.0;-76.1839;-13.4592
100209;Ica;Chincha;Alto Laran;7663;298.83;-76.1067;-13.4444
100210;Ica;Chincha;Pueblo Nuevo;63297;209.45;-76.1269;-13.4019
100211;Ica;Chincha;San Juan de Yánac;269;500.4;-75.7861;-13.2108
100301;Ica;Nazca;Nazca;27249;1252.25;-74.9361;-14.8328
100302;Ica;Nazca;Changuillo;1457;946.94;-75.2253;-14.6653
100303;Ica;Nazca;El Ingenio;2697;552.39;-75.06;-14.6464
100304;Ica;Nazca;Marcona;12510;1955.2;-75.1681;-15.3619
100305;Ica;Nazca;Vista Alegre;15935;527.3;-74.9469;-14.8453
100401;Ica;Pisco;Pisco;54716;24.56;-76.2075;-13.7086
100402;Ica;Pisco;Huancano;1577;905.14;-75.6203;-13.5992
100403;Ica;Pisco;Humay;6041;1112.96;-75.885;-13.7222
100404;Ica;Pisco;Independencia;14928;272.34;-76.0256;-13.6939
100405;Ica;Pisco;Paracas;7390;1420.0;-76.2503;-13.8428
100406;Ica;Pisco;San Andrés;13733;39.45;-76.2211;-13.7311
100407;Ica;Pisco;San Clemente;22548;127.22;-76.1592;-13.6839
100408;Ica;Pisco;Túpac Amaru Inca;18366;55.48;-76.1492;-13.7119
100501;Ica;Palpa;Palpa;7279;147.44;-75.1839;-14.5339
100502;Ica;Palpa;Llipata;1516;186.18;-75.2078;-14.5636
100503;Ica;Palpa;Río Grande;2236;315.52;-75.2006;-14.5194
100504;Ica;Palpa;Santa Cruz;987;255.7;-75.2639;-14.4914
100505;Ica;Palpa;Tibillo;316;328.04;-75.1728;-14.0931
110101;Junín;Huancayo;Huancayo;119025;237.55;-75.2139;-12.0703
110103;Junín;Huancayo;Carhuacallanga;1398;13.78;-75.2033;-12.3544
110104;Junín;Huancayo;Colca;2068;113.25;-75.2258;-12.3169
110105;Junín;Huancayo;Cullhuas;2204;108.01;-75.1747;-12.2233
110106;Junín;Huancayo;Chacapampa;810;120.72;-75.2472;-12.3444
110107;Junín;Huancayo;Chicche;901;45.92;-75.2964;-12.2961
110108;Junín;Huancayo;Chilca;87993;8.3;-75.2028;-12.0817
110109;Junín;Huancayo;Chongos Alto;1339;701.75;-75.2925;-12.3128
110112;Junín;Huancayo;Chupuro;1752;13.56;-75.245;-12.1561
110113;Junín;Huancayo;El Tambo;166163;73.56;-75.2206;-12.055
110114;Junín;Huancayo;Huacrapuquio;1274;24.1;-75.2236;-12.1725
110116;Junín;Huancayo;Hualhuas;4630;24.82;-75.2536;-11.9692
110118;Junín;Huancayo;Huancán;21744;12.0;-75.2186;-12.1064
110119;Junín;Huancayo;Huasicancha;842;47.61;-75.2844;-12.3331
110120;Junín;Huancayo;Huayucachi;8665;13.13;-75.2247;-12.1367
110121;Junín;Huancayo;Ingenio;2507;53.29;-75.2686;-11.8903
110122;Junín;Huancayo;Pariahuanca;5767;617.5;-74.8967;-11.9792
110123;Junín;Huancayo;Pilcomayo;17062;20.18;-75.2528;-12.0497
110124;Junín;Huancayo;Pucará;5008;110.49;-75.1475;-12.1719
110125;Junín;Huancayo;Quichuay;1745;34.79;-75.2872;-11.8875
110126;Junín;Huancayo;Quilcas;4268;167.98;-75.2611;-11.9383
110127;Junín;Huancayo;San Agustín;11955;23.09;-75.2481;-11.9914
110128;Junín;Huancayo;San Jerónimo de Tunán;10420;20.99;-75.2856;-11.9483
110131;Junín;Huancayo;Santo Domingo de Acobamba;7776;778.02;-74.7953;-11.7689
110132;Junín;Huancayo;Saño;4082;11.59;-75.2606;-11.955
110133;Junín;Huancayo;Sapallanga;12879;119.02;-75.1597;-12.1403
110134;Junín;Huancayo;Sicaya;8166;42.73;-75.2833;-12.0125
110136;Junín;Huancayo;Viques;2247;3.57;-75.2342;-12.1603
110201;Junín;Concepción;Concepción;15010;18.29;-75.3161;-11.9181
110202;Junín;Concepción;Aco;1592;37.8;-75.3636;-11.9594
110203;Junín;Concepción;Andamarca;4536;694.9;-74.8058;-11.7319
110204;Junín;Concepción;Comas;6073;825.29;-75.0839;-11.7183
110205;Junín;Concepción;Cochas;1757;165.05;-75.1033;-11.6597
110206;Junín;Concepción;Chambará;2882;113.21;-75.3783;-12.0286
110207;Junín;Concepción;Heroínas Toledo;1193;25.83;-75.2911;-11.8353
110208;Junín;Concepción;Manzanares;1391;20.58;-75.3489;-12.0217
110209;Junín;Concepción;Mariscal Castilla;1652;743.84;-75.0942;-11.6158
110210;Junín;Concepción;Matahuasi;5171;24.74;-75.3539;-11.8917
110211;Junín;Concepción;Mito;1369;25.21;-75.3417;-11.9375
110212;Junín;Concepción;Nueve de Julio;1485;7.28;-75.3217;-11.9019
110213;Junín;Concepción;Orcotuna;4168;44.61;-75.3131;-11.9681
110214;Junín;Concepción;Santa Rosa de Ocopa;2030;13.91;-75.2944;-11.8769
110215;Junín;Concepción;San José de Quero;6106;314.8;-75.5383;-12.0856
110301;Junín;Jauja;Jauja;14536;10.1;-75.4992;-11.7761
110302;Junín;Jauja;Acolla;7215;122.4;-75.5489;-11.7317
110303;Junín;Jauja;Apata;4084;421.62;-75.3569;-11.8558
110304;Junín;Jauja;Ataura;1155;5.9;-75.4411;-11.8022
110305;Junín;Jauja;Canchayllo;1658;974.69;-75.72;-11.8011
110306;Junín;Jauja;El Mantaro;2562;17.76;-75.3942;-11.8222
110307;Junín;Jauja;Huamalí;1809;20.19;-75.4269;-11.8083
110308;Junín;Jauja;Huaripampa;836;14.19;-75.4739;-11.8086
110309;Junín;Jauja;Huertas;1644;11.82;-75.4769;-11.7686
110310;Junín;Jauja;Janjaillo;681;31.57;-75.6275;-11.7658
110311;Junín;Jauja;Julcán;671;24.78;-75.4392;-11.7608
110312;Junín;Jauja;Leonor Ordóñez;1480;20.34;-75.4169;-11.8633
110313;Junín;Jauja;Llocllapampa;1001;110.6;-75.6261;-11.8189
110314;Junín;Jauja;Marco;1590;28.8;-75.5639;-11.7419
110315;Junín;Jauja;Masma;2065;14.26;-75.4289;-11.7867
110316;Junín;Jauja;Molinos;1522;312.17;-75.4467;-11.7378
110317;Junín;Jauja;Monobamba;1055;295.83;-75.3278;-11.3606
110318;Junín;Jauja;Muqui;960;11.74;-75.4369;-11.8342
110319;Junín;Jauja;Muquiyauyo;2210;19.86;-75.4581;-11.8147
110320;Junín;Jauja;Paca;988;34.22;-75.5189;-11.7117
110321;Junín;Jauja;Paccha;1805;90.86;-75.5111;-11.8553
110322;Junín;Jauja;Pancán;1280;10.89;-75.4883;-11.7503
110323;Junín;Jauja;Parco;1152;32.82;-75.5469;-11.8022
110324;Junín;Jauja;Pomacancha;1975;281.61;-75.6264;-11.7381
110325;Junín;Jauja;Ricrán;1567;319.95;-75.5289;-11.5411
110326;Junín;Jauja;San Lorenzo;2509;22.15;-75.3842;-11.8472
110327;Junín;Jauja;San Pedro de Chunán;839;8.44;-75.4894;-11.7247
110328;Junín;Jauja;Sincos;4912;236.74;-75.3903;-11.8917
110329;Junín;Jauja;Tunan Marca;1165;30.07;-75.5731;-11.7269
110330;Junín;Jauja;Yauli;1304;93.15;-75.4725;-11.7117
110331;Junín;Jauja;Curicaca;1645;64.68;-75.6781;-11.7842
110332;Junín;Jauja;Masma Chicche;757;29.86;-75.38;-11.7864
110333;Junín;Jauja;Sausa;3081;4.5;-75.4872;-11.7939
110334;Junín;Jauja;Yauyos;9360;20.54;-75.4989;-11.7822
110401;Junín;Junín;Junín;9492;883.8;-75.9956;-11.1597
110402;Junín;Junín;Carhuamayo;7768;219.68;-76.0569;-10.9233
110403;Junín;Junín;Ondores;1828;254.46;-76.1486;-11.0878
110404;Junín;Junín;Ulcumayo;5783;1129.37;-75.8778;-10.9689
110501;Junín;Tarma;Tarma;46130;459.95;-75.6908;-11.4206
110502;Junín;Tarma;Acobamba;13586;97.84;-75.6592;-11.3528
110503;Junín;Tarma;Huaricolca;3251;162.31;-75.6514;-11.5089
110504;Junín;Tarma;Huasahuasi;15398;652.15;-75.6522;-11.2667
110505;Junín;Tarma;La Unión;3124;140.4;-75.7547;-11.3756
110506;Junín;Tarma;Palca;5585;378.08;-75.5681;-11.3469
110507;Junín;Tarma;Palcamayo;9573;169.24;-75.7731;-11.2956
110508;Junín;Tarma;San Pedro de Cajas;5669;537.31;-75.8647;-11.2503
110509;Junín;Tarma;Tapo;6073;151.88;-75.5636;-11.3903
110601;Junín;Yauli;La Oroya;12577;388.42;-75.9014;-11.5206
110602;Junín;Yauli;Chacapalpa;704;183.06;-75.7556;-11.7328
110603;Junín;Yauli;Huay-Huay;1474;179.94;-75.9042;-11.7219
110604;Junín;Yauli;Marcapomacocha;1297;888.56;-76.3364;-11.4056
110605;Junín;Yauli;Morococha;4262;265.67;-76.14;-11.5972
110606;Junín;Yauli;Paccha;1649;323.69;-75.9669;-11.4794
110607;Junín;Yauli;Santa Bárbara de Carhuacayán;2374;646.29;-76.2883;-11.2008
110608;Junín;Yauli;Suitucancha;1014;216.47;-75.9358;-11.7875
110609;Junín;Yauli;Yauli;5113;424.16;-76.0883;-11.6672
110610;Junín;Yauli;Santa Rosa de Sacco;10413;101.09;-75.95;-11.5617
110701;Junín;Satipo;Satipo;43554;732.02;-74.6372;-11.2531
110702;Junín;Satipo;Coviriali;6332;145.13;-74.6283;-11.2906
110703;Junín;Satipo;Llaylla;6417;180.39;-74.5906;-11.3808
110704;Junín;Satipo;Mazamari;65014;2219.63;-74.7519;-11.4056
110705;Junín;Satipo;Pampa Hermosa;10899;566.82;-74.7519;-11.4056
110706;Junín;Satipo;Pangoa;60587;3679.4;-74.6597;-11.2086
110707;Junín;Satipo;Río Negro;29250;714.98;-74.31;-11.1469
110708;Junín;Satipo;Río Tambo;61259;10349.9;-74.6372;-11.2531
110801;Junín;Chanchamayo;Chanchamayo;24866;919.72;-75.3292;-11.0558
110802;Junín;Chanchamayo;San Ramón;27630;591.67;-75.3528;-11.1214
110803;Junín;Chanchamayo;Vitoc;1734;313.85;-75.3372;-11.2083
110804;Junín;Chanchamayo;San Luis de Shuaro;7395;212.49;-75.2911;-10.8894
110805;Junín;Chanchamayo;Pichanaqui;71598;1496.59;-74.8728;-10.9303
110806;Junín;Chanchamayo;Perené;77635;1191.16;-75.2244;-10.9522
110901;Junín;Chupaca;Chupaca;22407;21.7;-75.2897;-12.0625
110902;Junín;Chupaca;Ahuac;5932;70.44;-75.3197;-12.0789
110903;Junín;Chupaca;Chongos Bajo;4006;100.95;-75.2681;-12.1361
110904;Junín;Chupaca;Huáchac;4027;22.01;-75.3436;-12.0225
110905;Junín;Chupaca;Huamancaca Chico;6126;9.4;-75.245;-12.0797
110906;Junín;Chupaca;San Juan de Iscos;2123;24.7;-75.2922;-12.1014
110907;Junín;Chupaca;San Juan de Jarpa;3597;137.02;-75.44;-12.1239
110908;Junín;Chupaca;Tres de Diciembre;2111;14.66;-75.2547;-12.1108
110909;Junín;Chupaca;Yanacancha;3547;743.4;-75.3864;-12.2008
120101;La Libertad;Trujillo;Trujillo;329127;39.36;-79.0333;-8.1094
120102;La Libertad;Trujillo;Huanchaco;72237;332.14;-79.1214;-8.0814
120103;La Libertad;Trujillo;Laredo;36353;335.44;-78.9611;-8.0911
120104;La Libertad;Trujillo;Moche;35945;25.25;-79.0111;-8.1722
120105;La Libertad;Trujillo;Salaverry;19095;295.88;-78.9781;-8.2231
120106;La Libertad;Trujillo;Simbal;4433;390.55;-78.8147;-7.9767
120107;La Libertad;Trujillo;Victor Larco Herrera;66607;18.02;-79.0558;-8.1439
120109;La Libertad;Trujillo;Poroto;3127;276.01;-78.7697;-8.0114
120110;La Libertad;Trujillo;El Porvenir;196333;36.7;-79.0025;-8.0819
120111;La Libertad;Trujillo;La Esperanza;190881;15.55;-79.0453;-8.0781
120112;La Libertad;Trujillo;Florencia de Mora;42978;1.99;-79.0236;-8.0808
120201;La Libertad;Bolívar;Bolívar;4921;740.58;-77.7044;-7.1547
120202;La Libertad;Bolívar;Bambamarca;3992;165.2;-77.6947;-7.4414
120203;La Libertad;Bolívar;Condormarca;2047;331.26;-77.5981;-7.5556
120204;La Libertad;Bolívar;Longotea;2242;192.88;-77.8744;-7.0428
120205;La Libertad;Bolívar;Ucuncha;787;98.41;-77.8617;-7.1656
120206;La Libertad;Bolívar;Uchumarca;2762;190.53;-77.8078;-7.0481
120301;La Libertad;Sánchez Carrión;Huamachuco;65142;424.13;-78.0525;-7.8153
120302;La Libertad;Sánchez Carrión;Cochorco;9588;258.04;-77.72;-7.8058
120303;La Libertad;Sánchez Carrión;Curgos;8712;99.5;-77.9431;-7.8592
120304;La Libertad;Sánchez Carrión;Chugay;19316;416.31;-77.8694;-7.7825
120305;La Libertad;Sánchez Carrión;Marcabal;17296;229.57;-78.0306;-7.7053
120306;La Libertad;Sánchez Carrión;Sanagoran;15424;324.38;-78.1411;-7.7856
120307;La Libertad;Sánchez Carrión;Sarín;10241;340.08;-77.9044;-7.9122
120308;La Libertad;Sánchez Carrión;Sartimbamba;14090;394.37;-77.7411;-7.6994
120401;La Libertad;Otuzco;Otuzco;28048;444.13;-78.5669;-7.9022
120402;La Libertad;Otuzco;Agallpampa;9997;258.56;-78.5481;-7.9853
120403;La Libertad;Otuzco;Charat;2814;68.89;-78.4506;-7.8247
120404;La Libertad;Otuzco;Huaranchal;5138;149.65;-78.4444;-7.6908
120405;La Libertad;Otuzco;La Cuesta;690;39.25;-78.7081;-7.9189
120408;La Libertad;Otuzco;Paranday;746;21.46;-78.7119;-7.8847
120409;La Libertad;Otuzco;Salpo;6142;192.74;-78.6064;-8.0053
120410;La Libertad;Otuzco;Sinsicap;8808;452.95;-78.7561;-7.8517
120411;La Libertad;Otuzco;Usquil;27986;445.82;-78.4192;-7.8156
120413;La Libertad;Otuzco;Mache;3129;37.32;-78.5367;-8.0303
120501;La Libertad;Pacasmayo;San Pedro de Lloc;17017;697.01;-79.5036;-7.4278
120503;La Libertad;Pacasmayo;Guadalupe;45031;165.37;-79.4717;-7.2428
120504;La Libertad;Pacasmayo;Jequetepeque;3997;50.98;-79.5628;-7.3369
120506;La Libertad;Pacasmayo;Pacasmayo;28458;30.84;-79.5686;-7.4006
120508;La Libertad;Pacasmayo;San José;12790;181.06;-79.4569;-7.3494
120601;La Libertad;Pataz;Tayabamba;15100;339.13;-77.2986;-8.2769
120602;La Libertad;Pataz;Buldibuyo;3823;227.39;-77.3981;-8.1281
120603;La Libertad;Pataz;Chillia;14060;300.04;-77.5169;-8.1258
120604;La Libertad;Pataz;Huaylillas;3691;89.73;-77.3447;-8.1867
120605;La Libertad;Pataz;Huancaspata;6532;247.48;-77.3011;-8.4575
120606;La Libertad;Pataz;Huayo;4527;124.63;-77.5936;-8.0053
120607;La Libertad;Pataz;Ongon;1817;1394.89;-76.9664;-8.1689
120608;La Libertad;Pataz;Parcoy;22442;304.99;-77.4817;-8.035
120609;La Libertad;Pataz;Pataz;9408;467.44;-77.5942;-7.7856
120610;La Libertad;Pataz;Pias;1293;371.67;-77.5494;-7.8728
120611;La Libertad;Pataz;Taurija;3067;130.09;-77.425;-8.3083
120612;La Libertad;Pataz;Urpay;2809;99.61;-77.3917;-8.3478
120613;La Libertad;Pataz;Santiago de Challas;2520;129.44;-77.3239;-8.4389
120701;La Libertad;Santiago de Chuco;Santiago de Chuco;20781;1073.63;-78.1753;-8.1456
120702;La Libertad;Santiago de Chuco;Cachicadan;8320;266.5;-78.1467;-8.0917
120703;La Libertad;Santiago de Chuco;Mollebamba;2411;69.69;-77.9764;-8.1706
120704;La Libertad;Santiago de Chuco;Mollepata;2682;71.2;-77.9558;-8.1908
120705;La Libertad;Santiago de Chuco;Quiruvilca;14549;549.14;-78.3108;-8.0025
120706;La Libertad;Santiago de Chuco;Santa Cruz de Chuca;3222;165.12;-78.1411;-8.1194
120707;La Libertad;Santiago de Chuco;Sitabamba;3367;310.23;-77.7314;-8.0231
120708;La Libertad;Santiago de Chuco;Angasmarca;7592;153.45;-78.0547;-8.1331
120801;La Libertad;Ascope;Ascope;6676;290.18;-79.1156;-7.7131
120802;La Libertad;Ascope;Chicama;15796;870.58;-79.1461;-7.8442
120803;La Libertad;Ascope;Chocope;9342;95.73;-79.2225;-7.7914
120804;La Libertad;Ascope;Santiago de Cao;19896;154.55;-79.2392;-7.9608
120805;La Libertad;Ascope;Magdalena de Cao;3347;163.01;-79.2947;-7.8767
120806;La Libertad;Ascope;Paiján;26433;79.69;-79.3019;-7.7319
120807;La Libertad;Ascope;Rázuri;9358;317.3;-79.4406;-7.7025
120808;La Libertad;Ascope;Casa Grande;31875;687.6;-79.1869;-7.7442
120901;La Libertad;Chepén;Chepén;49927;287.34;-79.4292;-7.2267
120902;La Libertad;Chepén;Pacanga;24913;583.93;-79.4867;-7.1731
120903;La Libertad;Chepén;Pueblo Nuevo;15458;271.16;-79.5142;-7.1883
121001;La Libertad;Julcán;Julcán;11630;208.49;-78.4881;-8.0439
121002;La Libertad;Julcán;Carabamba;6418;254.28;-78.6092;-8.1108
121003;La Libertad;Julcán;Calamarca;5604;207.57;-78.4153;-8.1644
